STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,USA,United States,IW_HADI,Household net adjusted disposable income,L,Value,LW,Low,11194,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BRA,Brazil,IW_HADI,Household net adjusted disposable income,L,Value,LW,Low,2383,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHL,Chile,IW_HADI,Household net adjusted disposable income,L,Value,LW,Low,3149,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,EST,Estonia,IW_HADI,Household net adjusted disposable income,L,Value,LW,Low,5479,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISR,Israel,IW_HADI,Household net adjusted disposable income,L,Value,LW,Low,6260,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,RUS,Russia,IW_HADI,Household net adjusted disposable income,L,Value,LW,Low,5900,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVN,Slovenia,IW_HADI,Household net adjusted disposable income,L,Value,LW,Low,9035,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,OECD,OECD - Total,IW_HADI,Household net adjusted disposable income,L,Value,LW,Low,8496,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,MEX,Mexico,IW_HNFW,Household net financial wealth,L,Value,TOT,Total,9056,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NZL,New Zealand,IW_HNFW,Household net financial wealth,L,Value,TOT,Total,28290,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,TUR,Türkiye,IW_HNFW,Household net financial wealth,L,Value,TOT,Total,3251,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BRA,Brazil,IW_HNFW,Household net financial wealth,L,Value,TOT,Total,6844,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,RUS,Russia,IW_HNFW,Household net financial wealth,L,Value,TOT,Total,3412,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUS,Australia,IW_HNFW,Household net financial wealth,L,Value,MN,Men,47657,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUT,Austria,IW_HNFW,Household net financial wealth,L,Value,MN,Men,49887,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BEL,Belgium,IW_HNFW,Household net financial wealth,L,Value,MN,Men,83876,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CAN,Canada,IW_HNFW,Household net financial wealth,L,Value,MN,Men,67913,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CZE,Czechia,IW_HNFW,Household net financial wealth,L,Value,MN,Men,17299,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DNK,Denmark,IW_HNFW,Household net financial wealth,L,Value,MN,Men,44488,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FIN,Finland,IW_HNFW,Household net financial wealth,L,Value,MN,Men,18761,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FRA,France,IW_HNFW,Household net financial wealth,L,Value,MN,Men,48741,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DEU,Germany,IW_HNFW,Household net financial wealth,L,Value,MN,Men,50394,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GRC,Greece,IW_HNFW,Household net financial wealth,L,Value,MN,Men,14579,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,HUN,Hungary,IW_HNFW,Household net financial wealth,L,Value,MN,Men,13277,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISL,Iceland,IW_HNFW,Household net financial wealth,L,Value,MN,Men,43045,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,IRL,Ireland,IW_HNFW,Household net financial wealth,L,Value,MN,Men,31580,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ITA,Italy,IW_HNFW,Household net financial wealth,L,Value,MN,Men,54987,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,JPN,Japan,IW_HNFW,Household net financial wealth,L,Value,MN,Men,86764,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,KOR,Korea,IW_HNFW,Household net financial wealth,L,Value,MN,Men,29091,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,LUX,Luxembourg,IW_HNFW,Household net financial wealth,L,Value,MN,Men,61765,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,MEX,Mexico,IW_HNFW,Household net financial wealth,L,Value,MN,Men,9056,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NLD,Netherlands,IW_HNFW,Household net financial wealth,L,Value,MN,Men,77961,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHE,Switzerland,IW_HADI,Household net adjusted disposable income,L,Value,HGH,High,62677,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NZL,New Zealand,IW_HNFW,Household net financial wealth,L,Value,MN,Men,28290,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NOR,Norway,IW_HNFW,Household net financial wealth,L,Value,MN,Men,8797,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,POL,Poland,IW_HNFW,Household net financial wealth,L,Value,MN,Men,10919,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,PRT,Portugal,IW_HNFW,Household net financial wealth,L,Value,MN,Men,31245,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVK,Slovak Republic,IW_HNFW,Household net financial wealth,L,Value,MN,Men,8663,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ESP,Spain,IW_HNFW,Household net financial wealth,L,Value,MN,Men,24774,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SWE,Sweden,IW_HNFW,Household net financial wealth,L,Value,MN,Men,60328,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHE,Switzerland,IW_HNFW,Household net financial wealth,L,Value,MN,Men,108823,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,TUR,Türkiye,IW_HNFW,Household net financial wealth,L,Value,MN,Men,3251,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GBR,United Kingdom,IW_HNFW,Household net financial wealth,L,Value,MN,Men,60778,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,USA,United States,IW_HNFW,Household net financial wealth,L,Value,MN,Men,145769,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BRA,Brazil,IW_HNFW,Household net financial wealth,L,Value,MN,Men,6844,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHL,Chile,IW_HNFW,Household net financial wealth,L,Value,MN,Men,17733,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,EST,Estonia,IW_HNFW,Household net financial wealth,L,Value,MN,Men,7680,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISR,Israel,IW_HNFW,Household net financial wealth,L,Value,MN,Men,52933,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,RUS,Russia,IW_HNFW,Household net financial wealth,L,Value,MN,Men,3412,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVN,Slovenia,IW_HNFW,Household net financial wealth,L,Value,MN,Men,18465,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUS,Australia,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,47657,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUT,Austria,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,49887,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BEL,Belgium,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,83876,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CAN,Canada,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,67913,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CZE,Czechia,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,17299,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DNK,Denmark,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,44488,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FIN,Finland,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,18761,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FRA,France,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,48741,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DEU,Germany,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,50394,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GRC,Greece,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,14579,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,HUN,Hungary,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,13277,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISL,Iceland,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,43045,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,IRL,Ireland,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,31580,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ITA,Italy,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,54987,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,JPN,Japan,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,86764,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,KOR,Korea,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,29091,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,LUX,Luxembourg,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,61765,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,MEX,Mexico,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,9056,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NLD,Netherlands,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,77961,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NZL,New Zealand,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,28290,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NOR,Norway,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,8797,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,POL,Poland,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,10919,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,PRT,Portugal,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,31245,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVK,Slovak Republic,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,8663,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ESP,Spain,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,24774,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SWE,Sweden,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,60328,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHE,Switzerland,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,108823,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,TUR,Türkiye,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,3251,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GBR,United Kingdom,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,60778,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,USA,United States,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,145769,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BRA,Brazil,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,6844,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHL,Chile,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,17733,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,EST,Estonia,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,7680,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISR,Israel,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,52933,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,RUS,Russia,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,3412,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVN,Slovenia,IW_HNFW,Household net financial wealth,L,Value,WMN,Women,18465,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISL,Iceland,JE_PEARN,Personal earnings,L,Value,TOT,Total,55716,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,MEX,Mexico,JE_PEARN,Personal earnings,L,Value,TOT,Total,16193,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,TUR,Türkiye,JE_PEARN,Personal earnings,L,Value,TOT,Total,16919,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BRA,Brazil,JE_PEARN,Personal earnings,L,Value,TOT,Total,17177,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHL,Chile,JE_PEARN,Personal earnings,L,Value,TOT,Total,22101,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,RUS,Russia,JE_PEARN,Personal earnings,L,Value,TOT,Total,20885,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUT,Austria,JE_PEARN,Personal earnings,L,Value,MN,Men,49141,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BEL,Belgium,JE_PEARN,Personal earnings,L,Value,MN,Men,48997,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DNK,Denmark,JE_PEARN,Personal earnings,L,Value,MN,Men,50775,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FIN,Finland,JE_PEARN,Personal earnings,L,Value,MN,Men,44665,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FRA,France,JE_PEARN,Personal earnings,L,Value,MN,Men,43669,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DEU,Germany,JE_PEARN,Personal earnings,L,Value,MN,Men,46582,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GRC,Greece,JE_PEARN,Personal earnings,L,Value,MN,Men,26660,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISL,Iceland,JE_PEARN,Personal earnings,L,Value,MN,Men,62276,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,IRL,Ireland,JE_PEARN,Personal earnings,L,Value,MN,Men,53215,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ITA,Italy,JE_PEARN,Personal earnings,L,Value,MN,Men,36634,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,LUX,Luxembourg,JE_PEARN,Personal earnings,L,Value,MN,Men,57792,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,MEX,Mexico,JE_PEARN,Personal earnings,L,Value,MN,Men,16849,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NLD,Netherlands,JE_PEARN,Personal earnings,L,Value,MN,Men,49210,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,POL,Poland,JE_PEARN,Personal earnings,L,Value,MN,Men,24709,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,PRT,Portugal,JE_PEARN,Personal earnings,L,Value,MN,Men,25112,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ESP,Spain,JE_PEARN,Personal earnings,L,Value,MN,Men,35987,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SWE,Sweden,JE_PEARN,Personal earnings,L,Value,MN,Men,44432,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHE,Switzerland,JE_PEARN,Personal earnings,L,Value,MN,Men,58309,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,TUR,Türkiye,JE_PEARN,Personal earnings,L,Value,MN,Men,16870,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BRA,Brazil,JE_PEARN,Personal earnings,L,Value,MN,Men,18433,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHL,Chile,JE_PEARN,Personal earnings,L,Value,MN,Men,23192,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,EST,Estonia,JE_PEARN,Personal earnings,L,Value,MN,Men,21874,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISR,Israel,JE_PEARN,Personal earnings,L,Value,MN,Men,32418,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,RUS,Russia,JE_PEARN,Personal earnings,L,Value,MN,Men,22419,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SVN,Slovenia,JE_PEARN,Personal earnings,L,Value,MN,Men,33249,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,OECD,OECD - Total,JE_PEARN,Personal earnings,L,Value,MN,Men,40250,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,AUT,Austria,JE_PEARN,Personal earnings,L,Value,WMN,Women,37852,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,BEL,Belgium,JE_PEARN,Personal earnings,L,Value,WMN,Women,45440,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DNK,Denmark,JE_PEARN,Personal earnings,L,Value,WMN,Women,43918,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FIN,Finland,JE_PEARN,Personal earnings,L,Value,WMN,Women,35249,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,FRA,France,JE_PEARN,Personal earnings,L,Value,WMN,Women,35229,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,DEU,Germany,JE_PEARN,Personal earnings,L,Value,WMN,Women,38456,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,GRC,Greece,JE_PEARN,Personal earnings,L,Value,WMN,Women,23917,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ISL,Iceland,JE_PEARN,Personal earnings,L,Value,WMN,Women,47790,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,IRL,Ireland,JE_PEARN,Personal earnings,L,Value,WMN,Women,43047,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ITA,Italy,JE_PEARN,Personal earnings,L,Value,WMN,Women,31353,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,LUX,Luxembourg,JE_PEARN,Personal earnings,L,Value,WMN,Women,49774,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,MEX,Mexico,JE_PEARN,Personal earnings,L,Value,WMN,Women,14621,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,NLD,Netherlands,JE_PEARN,Personal earnings,L,Value,WMN,Women,39273,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,POL,Poland,JE_PEARN,Personal earnings,L,Value,WMN,Women,20586,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,PRT,Portugal,JE_PEARN,Personal earnings,L,Value,WMN,Women,22211,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,ESP,Spain,JE_PEARN,Personal earnings,L,Value,WMN,Women,33187,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,SWE,Sweden,JE_PEARN,Personal earnings,L,Value,WMN,Women,36216,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,CHE,Switzerland,JE_PEARN,Personal earnings,L,Value,WMN,Women,47016,,E,,USD,US Dollar,0,Units,,
DATAFLOW,OECD:DF_BLI2015(1.0),Better Life Index - Edition 2015,I,TUR,Türkiye,JE_PEARN,Personal earnings,L,Value,WMN,Women,15865,,E,,USD,US Dollar,0,Units,,
